Influencer_ID,Name,Platform,Followers,Engagement_Rate,Avg_Likes,Avg_Comments,Posts_Per_Month,Category,Location,Collab_Cost,Audience_Age,Audience_Gender,Growth_Rate,Video_Views
INF0237,Ayushman435,Instagram,37141,7.4,2457,267,30,Finance,Bengaluru,34543,35-44,Female,9.45,46069
INF0238,Krishna822,YouTube,74369,3.54,2142,333,11,Gaming,Ahmedabad,50917,18-24,Female,5.88,86824
INF0239,Upasna177,YouTube,68388,8.8,4286,80,24,Fashion,Pune,44593,25-34,Mixed,5.24,171453
INF0240,Vanya50,YouTube,84146,10.88,8444,474,29,Finance,Vijayawada,76784,25-34,Female,2.48,234147
INF0241,Theodore765,YouTube,77686,2.69,1876,321,4,Travel,Hyderabad,44904,35-44,Female,3.25,211729
INF0242,Gunbir825,YouTube,22619,11.41,1969,345,10,Food,Kolkata,13790,25-34,Male,0.54,32829
INF0243,Nisha443,YouTube,95076,11.87,11196,369,25,Education,Hyderabad,92735,35-44,Female,4.78,179157
INF0244,Dalbir339,Instagram,65898,2.64,1646,407,14,Gaming,Pune,73822,13-17,Female,4.48,179334
INF0245,Kiaan891,YouTube,26277,6.96,1553,376,4,Tech,Jaipur,24339,25-34,Mixed,5.18,34729
INF0246,Vasana231,Instagram,54309,5.26,2656,369,6,Gaming,Ahmedabad,38384,35-44,Mixed,3.93,103448
INF0247,Jeevika262,YouTube,11539,10.19,1098,239,10,Fashion,Mumbai,11914,18-24,Female,5.91,12952
INF0248,Anirudh155,YouTube,53606,8.95,4742,471,15,Tech,Ahmedabad,56309,25-34,Male,6.54,160664
INF0249,Champak298,YouTube,10571,4.59,431,366,15,Travel,Kolkata,6502,25-34,Male,2.38,22279
INF0250,Pahal509,YouTube,20078,3.12,537,63,8,Education,Hyderabad,14108,18-24,Female,1.9,35847
INF0251,Yashawini246,YouTube,13990,7.75,921,494,5,Fitness,Ahmedabad,10022,25-34,Female,3.25,37905
INF0252,Peter61,YouTube,42830,8.95,2848,342,4,Gaming,Mumbai,28827,18-24,Mixed,1.79,91551
INF0253,Damyanti504,Instagram,87576,3.7,2269,342,20,Education,Kolkata,56306,18-24,Male,2.36,173919
INF0254,Ekaja764,Instagram,88171,5.01,3518,327,14,Fitness,Bengaluru,38831,35-44,Male,1.25,94772
INF0255,Nimrat78,Instagram,20275,6.93,1125,264,23,Food,Kolkata,19937,25-34,Mixed,3.83,41042
INF0256,Zashil414,Instagram,42552,5.63,2202,129,16,Travel,Vijayawada,24980,18-24,Female,7.36,83285
INF0257,Triya278,Instagram,64993,10.51,5503,283,24,Food,Vijayawada,30538,35-44,Male,8.34,167437
INF0258,Ekapad114,Instagram,28244,8.94,1806,340,11,Tech,Pune,16494,35-44,Mixed,4.72,81387
INF0259,Jack100,Instagram,26586,11.86,2311,471,20,Gaming,Vijayawada,26323,25-34,Female,9.45,55997
INF0260,Dayamai536,Instagram,97962,7.28,6971,392,19,Gaming,Hyderabad,60652,25-34,Male,5.45,185737
INF0261,Ria360,YouTube,89689,8.82,6034,37,18,Fashion,Hyderabad,107511,35-44,Mixed,9.58,259241
INF0262,Suhani53,YouTube,56025,5.21,2910,152,7,Fashion,Mumbai,40141,13-17,Male,8.02,127001
INF0263,Balendra931,Instagram,89255,2.24,1437,349,6,Tech,Mumbai,99376,35-44,Female,9.98,159377
INF0264,Gabriel899,YouTube,65288,6.94,3531,65,13,Travel,Bengaluru,72272,18-24,Male,2.19,83247
INF0265,Anirudh61,Instagram,27192,2.09,435,393,21,Fashion,Jaipur,18719,25-34,Male,4.95,29500
INF0266,Gavin617,Instagram,24115,6.46,1110,114,14,Tech,Ahmedabad,14545,18-24,Male,7.2,37572
INF0267,Leena313,Instagram,8926,6.62,530,291,10,Fashion,Chennai,5147,18-24,Mixed,3.36,13812
INF0268,Adweta166,Instagram,48631,6.51,2881,143,9,Fashion,Hyderabad,27721,25-34,Mixed,8.0,110315
INF0269,Hamsini329,Instagram,62484,9.97,4389,249,6,Food,Pune,41454,35-44,Male,2.5,175786
INF0270,Dalbir588,YouTube,37947,4.66,1286,141,22,Food,Mumbai,43575,18-24,Mixed,7.83,84900
INF0271,Zarna497,YouTube,76329,6.93,5004,156,18,Fashion,Hyderabad,80173,35-44,Female,9.82,132191
INF0272,Lila958,YouTube,35791,11.63,3651,413,28,Fitness,Delhi,24293,25-34,Female,9.69,73442
INF0273,Urmi89,YouTube,40288,7.73,2407,57,7,Finance,Jaipur,14137,13-17,Male,2.61,103495
INF0274,Aadi738,YouTube,45271,6.02,2097,195,14,Tech,Hyderabad,45909,18-24,Female,6.91,102984
INF0275,Qadim410,YouTube,80371,11.26,7646,329,22,Beauty,Jaipur,25667,13-17,Female,6.06,235302
INF0276,Max785,YouTube,32545,3.54,1018,170,12,Fitness,Jaipur,25033,35-44,Male,6.79,97330
INF0277,Bachittar284,Instagram,74908,2.99,2032,51,18,Gaming,Ahmedabad,71796,25-34,Male,5.49,149908
INF0278,Damyanti177,YouTube,18925,9.53,1683,34,19,Finance,Vijayawada,19815,18-24,Female,8.34,34479
INF0279,Suhani915,YouTube,13274,6.2,634,206,20,Travel,Kolkata,8393,18-24,Mixed,9.6,27128
INF0280,Upasna714,YouTube,14629,4.55,524,114,6,Beauty,Jaipur,11933,25-34,Female,1.26,40995
INF0281,Shaurya620,Instagram,89877,3.38,2772,418,29,Education,Hyderabad,52694,13-17,Male,5.13,255965
INF0282,Luke239,YouTube,58634,2.32,1299,411,12,Lifestyle,Delhi,65766,35-44,Mixed,2.42,88620
INF0283,Meera998,YouTube,27065,10.48,2808,296,13,Travel,Pune,28794,18-24,Mixed,3.6,66539
INF0284,Keya717,Instagram,24256,4.24,973,298,27,Fitness,Ahmedabad,24288,13-17,Male,4.19,50071
INF0285,Lavanya76,YouTube,48189,4.6,1803,415,21,Fashion,Bengaluru,41093,25-34,Mixed,2.8,53257
INF0286,Upkaar903,YouTube,80676,5.37,3925,97,26,Food,Bengaluru,43224,25-34,Mixed,9.09,184911
INF0287,Baljiwan37,YouTube,67645,8.53,5723,110,26,Gaming,Ahmedabad,54842,35-44,Female,7.54,91837
INF0288,Kabir193,Instagram,67037,10.93,6624,463,29,Beauty,Ahmedabad,42289,13-17,Female,4.1,187464
INF0289,Ati76,Instagram,30517,7.39,1591,399,29,Education,Chennai,19468,13-17,Female,0.61,90739
INF0290,Om114,Instagram,82458,7.66,6249,178,29,Tech,Mumbai,48330,13-17,Male,7.52,161627
INF0291,Robert868,Instagram,58489,11.15,5496,428,8,Food,Pune,58896,13-17,Female,3.59,52896
INF0292,Ishwar752,Instagram,47236,4.67,1656,25,4,Beauty,Jaipur,15073,18-24,Mixed,7.99,97837
INF0293,Maanas580,YouTube,56691,10.42,5050,399,16,Fashion,Vijayawada,28830,25-34,Mixed,6.07,153680
INF0294,Maanas826,Instagram,59207,4.41,2560,22,19,Fitness,Bengaluru,64897,13-17,Mixed,7.69,127893
INF0295,Yashoda301,Instagram,17390,7.65,1067,422,23,Beauty,Kolkata,19181,35-44,Male,5.24,16460
INF0296,Upadhriti126,YouTube,9852,11.77,1031,483,24,Fashion,Pune,3973,13-17,Mixed,2.56,14845
INF0297,Amaira534,Instagram,66543,8.37,5291,325,18,Food,Chennai,51147,13-17,Female,7.08,62031
INF0298,Kamala273,YouTube,49220,4.15,1771,242,27,Travel,Ahmedabad,27657,13-17,Mixed,8.59,56377
INF0299,Nathaniel519,Instagram,58590,6.52,3590,438,21,Gaming,Ahmedabad,62573,25-34,Mixed,4.27,61498
INF0300,Jagat825,Instagram,14479,6.74,819,476,9,Fashion,Delhi,15729,35-44,Male,5.77,24750
INF0301,Gunbir952,YouTube,59108,9.31,4771,37,7,Education,Delhi,69777,13-17,Mixed,2.75,107713
INF0302,Chandresh60,Instagram,35122,10.86,3244,350,10,Finance,Mumbai,27357,13-17,Male,4.67,30294
INF0303,Radha453,YouTube,98132,6.15,5912,412,19,Finance,Delhi,36774,25-34,Male,6.35,182177
INF0304,Vasatika624,YouTube,34394,7.93,2033,196,5,Lifestyle,Kolkata,28968,18-24,Female,4.63,46940
INF0305,Kevin60,YouTube,85899,5.29,3313,348,27,Travel,Jaipur,48813,35-44,Male,3.07,134900
INF0306,Chatresh579,Instagram,73468,7.39,5132,325,29,Tech,Hyderabad,23710,35-44,Female,2.74,128713
INF0307,Sarthak681,YouTube,44737,6.38,2685,159,28,Education,Vijayawada,21480,35-44,Male,4.02,107763
INF0308,Tripti772,Instagram,91672,7.37,5097,40,11,Fashion,Bengaluru,107481,13-17,Female,7.18,243493
INF0309,Frado794,Instagram,81124,2.35,1356,266,9,Fashion,Delhi,81744,13-17,Male,6.84,69545
INF0310,Fitan748,Instagram,59636,11.33,5220,452,24,Travel,Bengaluru,25948,35-44,Female,2.71,162103
INF0311,Ranbir644,Instagram,33640,9.0,2162,146,23,Fitness,Bengaluru,20876,13-17,Female,5.22,35136
INF0312,Raghav287,YouTube,55174,9.18,4233,118,19,Fashion,Ahmedabad,64497,18-24,Male,8.23,84243
INF0313,Samar168,Instagram,96157,5.13,4509,449,20,Fitness,Hyderabad,48003,25-34,Male,1.96,279135
INF0314,Abdul292,YouTube,10773,8.94,757,370,22,Gaming,Bengaluru,11388,13-17,Mixed,2.58,9792
INF0315,Zansi78,Instagram,28258,10.17,2125,63,11,Gaming,Chennai,19248,35-44,Male,3.26,48267
INF0316,Anamika234,Instagram,78919,7.09,4593,306,28,Lifestyle,Jaipur,27666,18-24,Female,8.69,65356
INF0317,Henry860,YouTube,89835,5.57,4376,418,24,Fitness,Kolkata,104578,25-34,Female,3.98,200962
INF0318,Udyati354,Instagram,78991,11.18,8182,89,18,Fitness,Kolkata,52223,18-24,Male,7.61,78621
INF0319,Pushti544,Instagram,35008,5.91,1831,428,12,Beauty,Mumbai,17402,18-24,Mixed,6.92,96509
INF0320,David572,Instagram,83011,6.57,5403,165,19,Fitness,Vijayawada,61048,18-24,Mixed,2.2,170538
INF0321,Aarnav146,Instagram,22945,2.14,463,417,20,Tech,Ahmedabad,14303,18-24,Male,2.65,45249
INF0322,Dayita280,Instagram,48695,10.3,3571,442,12,Lifestyle,Mumbai,19606,18-24,Male,2.66,108561
INF0323,Tejas882,Instagram,76958,7.59,5559,154,23,Lifestyle,Ahmedabad,27683,35-44,Mixed,8.69,118031
INF0324,Shravya904,YouTube,58895,2.91,1429,255,5,Lifestyle,Bengaluru,68631,25-34,Male,3.49,112135
INF0325,Odika791,Instagram,37303,6.85,2026,183,22,Fashion,Vijayawada,15042,25-34,Male,5.54,109487
INF0326,Balendra542,YouTube,16956,7.29,1133,160,25,Gaming,Delhi,12537,35-44,Mixed,4.9,27717
INF0327,Vanya19,Instagram,66432,6.77,3877,393,26,Lifestyle,Delhi,72714,18-24,Male,6.0,94613
INF0328,Leela256,Instagram,85699,4.32,3414,61,29,Travel,Mumbai,31480,25-34,Female,7.65,150794
INF0329,Isaiah41,YouTube,99690,11.43,10818,390,26,Education,Mumbai,98946,25-34,Mixed,3.98,266480
INF0330,Aarush631,YouTube,23706,2.87,543,148,5,Beauty,Bengaluru,10543,13-17,Mixed,2.22,31628
INF0331,Guneet271,YouTube,96611,6.07,4902,20,11,Lifestyle,Chennai,57924,13-17,Male,5.82,181796
INF0332,Ranveer273,YouTube,33210,6.37,1556,269,18,Travel,Mumbai,22890,13-17,Male,3.16,60292
INF0333,Amruta874,YouTube,78586,8.28,6460,402,19,Beauty,Bengaluru,94159,35-44,Male,8.3,88040
INF0334,Ekavir145,Instagram,11166,2.8,247,399,22,Travel,Jaipur,6973,18-24,Mixed,2.88,11101
INF0335,Sai408,YouTube,79899,6.52,3688,335,21,Fitness,Delhi,38475,35-44,Female,0.52,158201
INF0336,Indira895,Instagram,92681,7.27,6133,491,7,Fashion,Vijayawada,70247,35-44,Mixed,9.27,149397
INF0337,Arjun664,YouTube,13383,10.41,1246,317,21,Education,Pune,9061,18-24,Male,8.42,31458
INF0338,William80,Instagram,81187,11.67,8048,497,18,Gaming,Kolkata,36767,35-44,Mixed,2.68,74482
INF0339,Sara235,Instagram,27537,9.65,2280,255,5,Food,Hyderabad,15978,35-44,Mixed,2.84,68587
INF0340,Oliver168,YouTube,54507,10.69,4869,404,12,Lifestyle,Ahmedabad,32560,25-34,Male,1.45,102908
INF0341,Bhavini892,Instagram,39424,4.31,1623,245,21,Lifestyle,Delhi,27704,18-24,Female,8.38,113522
INF0342,Vamakshi451,Instagram,33194,3.6,942,324,26,Fitness,Kolkata,19064,13-17,Female,2.8,88709
INF0343,Faraj203,YouTube,43380,2.11,866,301,15,Fashion,Bengaluru,46318,35-44,Mixed,3.61,53347
INF0344,Idika124,Instagram,69440,4.23,2472,77,18,Beauty,Kolkata,30386,25-34,Mixed,7.43,71017
INF0345,Faris934,Instagram,60542,7.67,4084,490,22,Beauty,Delhi,58633,18-24,Mixed,3.4,54432
INF0346,Saanvi255,YouTube,81361,10.22,7452,93,23,Food,Chennai,54266,13-17,Female,4.8,97301
INF0347,Sudiksha507,YouTube,98379,9.2,7702,240,5,Beauty,Pune,42217,25-34,Female,8.34,129625
INF0348,Onkar715,Instagram,88205,6.33,3918,387,6,Education,Mumbai,37729,13-17,Female,5.5,252942
INF0349,Nitesh83,YouTube,8287,2.42,174,227,6,Travel,Ahmedabad,5832,25-34,Mixed,1.96,19121
INF0350,Deepa235,Instagram,46027,11.03,4944,493,7,Lifestyle,Vijayawada,16406,35-44,Female,9.51,112713
INF0351,Sai160,Instagram,92121,2.19,1425,201,24,Food,Jaipur,75155,13-17,Mixed,5.35,124226
INF0352,Arunima393,Instagram,24525,5.44,1168,400,7,Tech,Chennai,10953,18-24,Male,3.19,49145
INF0353,Abhimanyu542,YouTube,47008,10.43,3470,244,24,Travel,Bengaluru,20823,35-44,Mixed,2.84,131116
INF0354,Idika859,Instagram,82156,11.8,7791,480,15,Gaming,Mumbai,51032,13-17,Male,3.86,219719
INF0355,Isaiah264,YouTube,42005,2.88,1192,72,26,Gaming,Hyderabad,46824,13-17,Mixed,4.6,77634
INF0356,Vrishti207,YouTube,39961,5.01,1548,86,18,Fitness,Mumbai,14658,18-24,Male,4.58,89378
INF0357,Neelima497,Instagram,57080,2.28,1142,239,22,Fashion,Bengaluru,60322,25-34,Female,3.07,98416
INF0358,Chatura440,Instagram,28760,5.88,1661,317,25,Beauty,Jaipur,33872,18-24,Mixed,7.47,29958
INF0359,Parth120,Instagram,8264,3.47,212,330,6,Gaming,Bengaluru,7282,25-34,Male,2.69,17721
INF0360,Charan675,YouTube,16776,11.82,1465,222,10,Fitness,Kolkata,15777,35-44,Mixed,1.04,48534
INF0361,Urmi36,YouTube,89549,6.97,5298,493,21,Fashion,Kolkata,28446,35-44,Mixed,8.12,145396
INF0362,Owen936,Instagram,45354,6.4,2323,187,21,Fashion,Vijayawada,30873,35-44,Male,5.87,63110
INF0363,Advaith696,Instagram,20427,5.23,941,120,9,Lifestyle,Kolkata,6912,25-34,Mixed,0.87,38202
INF0364,Kavya935,YouTube,70262,10.47,6309,397,10,Travel,Bengaluru,84246,25-34,Mixed,0.81,128463
INF0365,Harita116,Instagram,40196,2.71,845,351,26,Lifestyle,Bengaluru,18446,25-34,Male,3.36,51087
INF0366,Nidhi497,YouTube,68950,7.73,4461,455,23,Lifestyle,Hyderabad,37713,25-34,Female,4.42,139364
INF0367,Arin908,YouTube,42329,5.54,1712,433,11,Food,Bengaluru,35234,25-34,Female,2.03,92851
INF0368,Amol493,YouTube,65291,9.0,5057,362,22,Finance,Mumbai,34129,18-24,Male,1.63,79548
INF0369,Tanvi227,Instagram,97442,11.49,10710,280,22,Fitness,Ahmedabad,73241,25-34,Mixed,1.26,97903
INF0370,Lohit895,Instagram,86078,3.98,2823,324,17,Travel,Ahmedabad,65011,18-24,Mixed,5.64,234200
INF0371,Ridhi252,YouTube,39180,7.86,2848,357,18,Food,Ahmedabad,35974,35-44,Male,1.09,111583
INF0372,Hemang132,YouTube,24901,5.21,1229,325,16,Food,Delhi,17186,13-17,Male,0.78,59051
INF0373,Zaid54,YouTube,69573,11.31,5690,469,19,Finance,Pune,38454,18-24,Male,9.41,170941
INF0374,Ayaan193,Instagram,95050,3.86,3515,387,14,Tech,Bengaluru,33579,18-24,Male,3.21,224857
INF0375,Mason634,YouTube,9860,9.38,841,95,12,Travel,Kolkata,10640,18-24,Female,4.77,8559
INF0376,Bishakha318,Instagram,68834,4.86,3102,277,6,Education,Vijayawada,33953,25-34,Female,7.15,99420
INF0377,Anita91,Instagram,38873,7.28,2024,234,23,Gaming,Chennai,15808,35-44,Female,2.57,45568
INF0378,Samar569,Instagram,22687,10.22,1865,150,15,Beauty,Kolkata,25891,18-24,Female,0.56,62668
INF0379,Omisha18,Instagram,7340,9.96,696,179,13,Travel,Vijayawada,5322,13-17,Mixed,3.43,16314
INF0380,Chasmum393,Instagram,94212,7.64,6133,46,8,Beauty,Pune,41415,13-17,Mixed,1.03,143942
INF0381,Anjali322,Instagram,8600,3.53,215,417,26,Fitness,Jaipur,8301,25-34,Male,2.18,17761
INF0382,Netra363,Instagram,55821,8.04,4081,192,18,Beauty,Ahmedabad,60017,13-17,Female,0.93,46923
INF0383,Nilima115,Instagram,72585,5.41,3294,423,10,Education,Delhi,48849,13-17,Female,2.86,116000
INF0384,Patrick377,Instagram,95207,8.59,5959,61,17,Beauty,Delhi,51337,18-24,Mixed,2.74,255034
INF0385,Yashodhara434,Instagram,10747,4.97,446,29,18,Education,Ahmedabad,10500,13-17,Male,0.55,16886
INF0386,Radha269,Instagram,51645,3.02,1380,90,5,Beauty,Delhi,26675,25-34,Mixed,7.77,56373
INF0387,Aarush999,YouTube,16483,7.74,1242,271,9,Beauty,Pune,11454,13-17,Male,5.19,15426
INF0388,Devansh751,Instagram,68937,9.83,6670,160,22,Tech,Ahmedabad,53808,13-17,Male,2.04,83867
INF0389,Anamika784,YouTube,84011,3.38,2422,92,8,Beauty,Bengaluru,71729,35-44,Male,4.61,145633
INF0390,Ekiya307,YouTube,73540,6.25,4067,39,18,Beauty,Vijayawada,72735,25-34,Female,2.5,213380
INF0391,Indrajit566,YouTube,85428,2.4,1548,56,4,Beauty,Chennai,60227,25-34,Male,3.84,82471
INF0392,Jagrati162,Instagram,65521,5.99,2793,285,8,Lifestyle,Kolkata,75049,35-44,Mixed,3.72,165985
INF0393,Anusha227,YouTube,81278,5.06,3570,229,29,Education,Mumbai,32421,35-44,Female,3.32,217172
INF0394,Jagat748,YouTube,84682,9.26,6777,379,28,Education,Jaipur,54180,18-24,Male,7.87,73447
INF0395,Panini394,YouTube,77576,7.54,5727,78,14,Tech,Bengaluru,85924,18-24,Male,7.69,101842
INF0396,Ojas446,Instagram,95259,7.28,6849,119,9,Beauty,Bengaluru,96511,13-17,Mixed,3.52,160130
INF0397,Ekbal373,Instagram,27755,7.26,1586,73,20,Travel,Chennai,32153,25-34,Male,4.73,53780
INF0398,Kashvi630,Instagram,40224,9.46,3224,361,25,Education,Ahmedabad,25459,25-34,Male,0.94,49732
INF0399,Advik669,YouTube,68922,4.75,2719,455,7,Fashion,Bengaluru,35654,18-24,Female,4.2,57440
INF0400,Michael893,YouTube,83838,4.05,3276,363,21,Tech,Ahmedabad,83078,25-34,Male,8.31,242351
INF0401,Priya295,Instagram,55528,9.0,4829,373,26,Gaming,Ahmedabad,43800,18-24,Mixed,2.81,80084
INF0402,Lekha573,YouTube,19272,8.72,1228,407,9,Tech,Hyderabad,10901,35-44,Female,6.1,33199
INF0403,Upadhriti635,YouTube,60798,11.54,5269,450,26,Tech,Vijayawada,64200,25-34,Male,1.72,174972
INF0404,Yashodhara688,Instagram,5796,10.6,432,30,12,Fitness,Pune,2172,25-34,Mixed,4.63,12873
INF0405,Tarak784,YouTube,73352,4.07,2105,104,27,Fashion,Jaipur,80917,35-44,Mixed,2.93,211887
INF0406,Arunima217,Instagram,53918,10.23,5412,26,27,Fashion,Chennai,24214,35-44,Male,4.88,136964
INF0407,Leela407,YouTube,39116,2.54,759,489,22,Finance,Bengaluru,32601,25-34,Female,2.93,104119
INF0408,Abhimanyu865,YouTube,18068,10.77,1488,72,12,Education,Vijayawada,12028,25-34,Male,7.71,48557
INF0409,Onkar254,Instagram,88314,3.43,2621,25,5,Fashion,Jaipur,83515,18-24,Male,9.58,128611
INF0410,Azaan423,Instagram,28304,2.88,701,134,4,Travel,Bengaluru,11969,25-34,Male,7.57,49150
INF0411,Baghyawati14,Instagram,7388,4.58,275,83,14,Food,Bengaluru,7100,13-17,Male,9.94,12701
INF0412,Riya362,Instagram,43238,6.36,2414,130,28,Finance,Mumbai,51418,13-17,Mixed,5.6,111779
INF0413,Tanay224,YouTube,28469,7.52,1759,235,24,Beauty,Kolkata,12952,25-34,Male,6.85,33959
INF0414,Ansh624,Instagram,75918,11.97,8704,473,18,Fashion,Pune,64243,35-44,Mixed,3.79,143774
INF0415,Tara779,Instagram,99037,8.72,6677,82,29,Beauty,Kolkata,97096,13-17,Mixed,6.51,89332
INF0416,Kabir217,YouTube,46250,5.23,1993,420,12,Food,Bengaluru,55069,18-24,Male,4.63,86918
INF0417,Ladli613,Instagram,95464,5.34,4174,260,12,Education,Hyderabad,45025,25-34,Female,7.19,247544
INF0418,Gopal85,YouTube,49887,3.32,1253,491,19,Education,Pune,45358,25-34,Mixed,2.95,42151
INF0419,Sathvik856,YouTube,18311,9.31,1575,500,23,Lifestyle,Jaipur,17486,13-17,Male,7.37,39304
INF0420,Andrew172,Instagram,93360,4.01,3381,420,15,Lifestyle,Pune,75879,25-34,Mixed,6.63,79909
INF0421,Dev519,YouTube,17112,2.45,337,416,24,Food,Hyderabad,14826,25-34,Female,5.23,29123
INF0422,Harish239,YouTube,12441,8.41,832,431,20,Lifestyle,Vijayawada,7943,35-44,Female,4.21,37222
INF0423,Kai609,YouTube,85579,5.07,3310,183,29,Fitness,Hyderabad,77093,25-34,Female,9.57,129232
INF0424,Bhavya275,Instagram,61780,10.97,5412,346,16,Travel,Vijayawada,28371,35-44,Mixed,7.53,82346
INF0425,Mohammed557,Instagram,94344,3.7,3110,471,22,Gaming,Delhi,42194,18-24,Mixed,4.98,275101
INF0426,Imaran740,YouTube,71860,8.53,5519,341,26,Tech,Mumbai,37909,13-17,Mixed,1.84,165414
INF0427,Hemani473,YouTube,13729,8.91,1176,491,27,Finance,Delhi,4689,35-44,Mixed,8.96,15624
INF0428,Chakrika181,Instagram,15370,3.59,470,155,19,Travel,Chennai,13186,13-17,Male,7.43,35955
INF0429,Sathvik604,Instagram,31468,7.31,2266,58,15,Fashion,Chennai,15147,35-44,Male,4.94,37141
INF0430,Mitesh749,Instagram,95016,8.49,6080,298,14,Food,Mumbai,78882,13-17,Female,8.1,171301
INF0431,Noah275,YouTube,11155,5.3,544,116,4,Fashion,Chennai,12339,25-34,Female,5.34,30740
INF0432,Mitali89,YouTube,61104,7.52,4136,440,21,Education,Hyderabad,26336,18-24,Male,6.69,91266
INF0433,Gaurangi802,YouTube,57509,9.3,4888,59,20,Education,Chennai,21875,18-24,Mixed,1.11,117238
INF0434,Jagvi884,YouTube,92341,4.65,3913,144,4,Beauty,Chennai,102848,35-44,Female,4.88,268656
INF0435,Garima466,Instagram,34052,7.8,2127,226,26,Fashion,Jaipur,32743,18-24,Female,7.23,100631
INF0436,Waida362,YouTube,81577,2.8,1717,422,5,Lifestyle,Ahmedabad,67042,25-34,Mixed,4.46,211995
INF0437,Fitan447,Instagram,54566,11.82,4559,453,16,Beauty,Jaipur,28812,18-24,Mixed,2.57,118888
INF0438,Umang37,Instagram,41409,8.88,3112,459,23,Fitness,Vijayawada,20219,35-44,Female,3.15,53585
INF0439,Chavvi295,YouTube,79595,8.19,5442,436,15,Beauty,Kolkata,91186,13-17,Female,4.74,238465
INF0440,Gaurangi240,Instagram,98191,8.27,7263,288,6,Gaming,Chennai,37651,25-34,Male,6.44,102706
INF0441,Benjamin846,YouTube,94053,9.92,8101,214,22,Fashion,Pune,97943,13-17,Mixed,1.9,281457
INF0442,Forum877,YouTube,33785,9.94,2457,111,7,Tech,Pune,39260,13-17,Male,7.31,91477
INF0443,Ayushman52,YouTube,37419,11.75,3702,292,11,Tech,Chennai,15956,25-34,Female,7.57,40479
INF0444,Ekavir775,YouTube,26110,3.49,652,136,26,Lifestyle,Delhi,16792,35-44,Female,5.41,63729
INF0445,Hritik356,Instagram,77333,9.67,5796,315,19,Travel,Chennai,92095,35-44,Mixed,6.06,136978
INF0446,Udant80,YouTube,17019,7.68,1051,454,16,Finance,Chennai,13113,18-24,Mixed,2.42,14228
INF0447,Barkha11,Instagram,8676,5.59,460,229,25,Education,Hyderabad,8842,35-44,Mixed,9.95,25709
INF0448,Bhavini489,Instagram,14290,5.29,613,193,9,Food,Mumbai,13355,13-17,Male,7.46,32287
INF0449,Hritik640,Instagram,33765,8.29,2236,234,30,Tech,Pune,17513,35-44,Female,8.6,42975
INF0450,Bhavani731,Instagram,74140,11.12,6875,292,19,Food,Pune,22976,18-24,Male,1.56,80080
INF0451,Timothy440,Instagram,74467,11.52,7951,69,15,Travel,Jaipur,31839,13-17,Mixed,5.75,115783
INF0452,Udant419,Instagram,7353,10.32,612,169,30,Finance,Bengaluru,4581,25-34,Female,1.07,11445
INF0453,Ria338,Instagram,97592,5.39,3712,469,17,Lifestyle,Hyderabad,48016,35-44,Male,5.86,80899
INF0454,Nathan157,YouTube,67249,7.18,3473,397,14,Lifestyle,Kolkata,48180,18-24,Female,5.01,99871
INF0455,Gaurangi980,YouTube,77921,6.41,4421,175,27,Lifestyle,Pune,63604,18-24,Mixed,1.68,205602
INF0456,Frederick353,Instagram,62604,8.29,4183,217,8,Finance,Pune,35102,18-24,Mixed,3.59,137784
INF0457,Xiti793,YouTube,57614,9.02,3766,111,10,Fashion,Jaipur,57391,25-34,Female,6.21,74155
INF0458,Vidhi877,YouTube,86438,11.11,8657,450,14,Education,Mumbai,45837,18-24,Mixed,2.79,155797
INF0459,Hardik14,Instagram,57863,6.39,3435,340,16,Fitness,Delhi,32499,25-34,Male,5.76,51370
INF0460,Advaith633,Instagram,73939,8.21,5857,191,9,Travel,Ahmedabad,75410,35-44,Female,0.53,146622
INF0461,Owen399,Instagram,52873,8.89,3705,189,29,Fitness,Chennai,29274,18-24,Mixed,7.77,113385
INF0462,Chasmum544,YouTube,61535,11.78,5438,398,17,Fitness,Hyderabad,46250,13-17,Male,5.77,107393
INF0463,Kashish876,Instagram,96925,11.71,10864,458,29,Gaming,Vijayawada,112217,18-24,Male,6.89,95955
INF0464,Qushi45,YouTube,53072,6.07,2602,435,13,Travel,Delhi,54247,25-34,Female,3.02,154333
INF0465,Unni515,YouTube,59659,10.09,4520,394,16,Food,Chennai,36322,18-24,Male,2.69,160047
INF0466,Kala136,Instagram,80592,6.69,5156,61,7,Education,Vijayawada,50281,25-34,Male,4.87,201911
INF0467,Daksh103,YouTube,80824,9.54,6424,407,11,Tech,Vijayawada,77653,13-17,Male,7.49,116759
INF0468,Dipta541,YouTube,80750,11.27,6661,413,13,Food,Chennai,35779,13-17,Male,5.53,200299
INF0469,Samaksh822,YouTube,67213,10.1,5456,488,7,Beauty,Chennai,29053,25-34,Male,7.28,154778
INF0470,Ekaraj163,Instagram,83817,11.84,7747,407,25,Fitness,Bengaluru,54233,13-17,Male,6.54,221763
INF0471,Utkarsh684,YouTube,42322,2.75,1157,218,13,Food,Hyderabad,45058,35-44,Mixed,4.16,98090
INF0472,Ayush386,Instagram,82106,5.39,3591,174,15,Education,Bengaluru,89956,25-34,Male,6.72,145529
INF0473,Thomas107,Instagram,5784,11.72,479,148,7,Lifestyle,Delhi,4212,18-24,Mixed,9.95,9052
INF0474,Pratyush887,YouTube,41157,8.89,2771,343,15,Fashion,Jaipur,44698,18-24,Female,7.6,113165
